date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:10:56	34653/34653	---M-Z	200	added ('OK')	text/css	etag:%22875d-68823ede-cd5f7017c3a63b84;gz%22	https://pedidocamillagourmet.delivery/J16/css/delivry.css	/Users/guga/Desktop/camilla_site_clonado/pedidocamillagourmet.delivery/J16/css/delivry.css	(from https://pedidocamillagourmet.delivery/J16/)
20:10:57	12083/12083	---M-Z	200	added ('OK')	application/x-javascript	etag:%222f33-68823ede-b3ea5e3291034e51;gz%22	https://pedidocamillagourmet.delivery/J16/js/latest_1.js	/Users/guga/Desktop/camilla_site_clonado/pedidocamillagourmet.delivery/J16/js/latest_1.js	(from https://pedidocamillagourmet.delivery/J16/)
20:10:58	93432/93432	---M-Z	200	added ('OK')	application/x-javascript	etag:%2216cf8-68823ede-d8ca3641f675d09d;gz%22	https://pedidocamillagourmet.delivery/J16/js/jquery.js	/Users/guga/Desktop/camilla_site_clonado/pedidocamillagourmet.delivery/J16/js/jquery.js	(from https://pedidocamillagourmet.delivery/J16/)
20:10:59	46829/46829	---M-Z	200	added ('OK')	application/x-javascript	etag:%22b6ed-68823ede-abccee7fd14e3ed3;gz%22	https://pedidocamillagourmet.delivery/J16/js/deliveryProduto.js	/Users/guga/Desktop/camilla_site_clonado/pedidocamillagourmet.delivery/J16/js/deliveryProduto.js	(from https://pedidocamillagourmet.delivery/J16/)
20:11:01	1464905/1464905	---M-Z	200	added ('OK')	application/x-javascript	etag:%22165a49-68823ede-235ad2300c76afdf;gz%22	https://pedidocamillagourmet.delivery/J16/js/all.js	/Users/guga/Desktop/camilla_site_clonado/pedidocamillagourmet.delivery/J16/js/all.js	(from https://pedidocamillagourmet.delivery/J16/)
20:11:01	4730/4730	---M-Z	200	added ('OK')	application/x-javascript	etag:%22127a-68823ede-86587b77e895961c;gz%22	https://pedidocamillagourmet.delivery/J16/js/jquery-mask.js	/Users/guga/Desktop/camilla_site_clonado/pedidocamillagourmet.delivery/J16/js/jquery-mask.js	(from https://pedidocamillagourmet.delivery/J16/)
20:11:02	40808/40808	---M-Z	200	added ('OK')	application/x-javascript	etag:%229f68-68823ede-953af912b608c079;gz%22	https://pedidocamillagourmet.delivery/J16/js/sweetalert.min.js	/Users/guga/Desktop/camilla_site_clonado/pedidocamillagourmet.delivery/J16/js/sweetalert.min.js	(from https://pedidocamillagourmet.delivery/J16/)
20:11:03	34653/34653	---M-Z	200	added ('OK')	text/css	etag:%22875d-68823ede-d96bcdc2f966c0b4;gz%22	https://pedidocamillagourmet.delivery/J2/css/delivry.css	/Users/guga/Desktop/camilla_site_clonado/pedidocamillagourmet.delivery/J2/css/delivry.css	(from https://pedidocamillagourmet.delivery/J2/)
20:11:04	12083/12083	---M-Z	200	added ('OK')	application/x-javascript	etag:%222f33-68823ede-e94e6a02d92289db;gz%22	https://pedidocamillagourmet.delivery/J2/js/latest_1.js	/Users/guga/Desktop/camilla_site_clonado/pedidocamillagourmet.delivery/J2/js/latest_1.js	(from https://pedidocamillagourmet.delivery/J2/)
20:11:05	93432/93432	---M-Z	200	added ('OK')	application/x-javascript	etag:%2216cf8-68823ede-68c7c8375572a9a1;gz%22	https://pedidocamillagourmet.delivery/J2/js/jquery.js	/Users/guga/Desktop/camilla_site_clonado/pedidocamillagourmet.delivery/J2/js/jquery.js	(from https://pedidocamillagourmet.delivery/J2/)
20:11:06	46829/46829	---M-Z	200	added ('OK')	application/x-javascript	etag:%22b6ed-68823ede-b97141be4de34b7b;gz%22	https://pedidocamillagourmet.delivery/J2/js/deliveryProduto.js	/Users/guga/Desktop/camilla_site_clonado/pedidocamillagourmet.delivery/J2/js/deliveryProduto.js	(from https://pedidocamillagourmet.delivery/J2/)
20:11:08	1464905/1464905	---M-Z	200	added ('OK')	application/x-javascript	etag:%22165a49-68823ede-88e0c626bab12b65;gz%22	https://pedidocamillagourmet.delivery/J2/js/all.js	/Users/guga/Desktop/camilla_site_clonado/pedidocamillagourmet.delivery/J2/js/all.js	(from https://pedidocamillagourmet.delivery/J2/)
20:11:08	4730/4730	---M-Z	200	added ('OK')	application/x-javascript	etag:%22127a-68823ede-dba3ce6ec42ee020;gz%22	https://pedidocamillagourmet.delivery/J2/js/jquery-mask.js	/Users/guga/Desktop/camilla_site_clonado/pedidocamillagourmet.delivery/J2/js/jquery-mask.js	(from https://pedidocamillagourmet.delivery/J2/)
20:11:09	40808/40808	---M-Z	200	added ('OK')	application/x-javascript	etag:%229f68-68823ede-799b1bdd352e0ff6;gz%22	https://pedidocamillagourmet.delivery/J2/js/sweetalert.min.js	/Users/guga/Desktop/camilla_site_clonado/pedidocamillagourmet.delivery/J2/js/sweetalert.min.js	(from https://pedidocamillagourmet.delivery/J2/)
20:11:10	34653/34653	---M-Z	200	added ('OK')	text/css	etag:%22875d-68823ede-fa10653c5bd4d8bf;gz%22	https://pedidocamillagourmet.delivery/J3/css/delivry.css	/Users/guga/Desktop/camilla_site_clonado/pedidocamillagourmet.delivery/J3/css/delivry.css	(from https://pedidocamillagourmet.delivery/J3/)
20:11:11	12083/12083	---M-Z	200	added ('OK')	application/x-javascript	etag:%222f33-68823ede-e6c103261fbf2acf;gz%22	https://pedidocamillagourmet.delivery/J3/js/latest_1.js	/Users/guga/Desktop/camilla_site_clonado/pedidocamillagourmet.delivery/J3/js/latest_1.js	(from https://pedidocamillagourmet.delivery/J3/)
20:11:12	93432/93432	---M-Z	200	added ('OK')	application/x-javascript	etag:%2216cf8-68823ede-490b6d65dcb64afd;gz%22	https://pedidocamillagourmet.delivery/J3/js/jquery.js	/Users/guga/Desktop/camilla_site_clonado/pedidocamillagourmet.delivery/J3/js/jquery.js	(from https://pedidocamillagourmet.delivery/J3/)
20:11:13	46829/46829	---M-Z	200	added ('OK')	application/x-javascript	etag:%22b6ed-68823ede-df5a237e5d24bd13;gz%22	https://pedidocamillagourmet.delivery/J3/js/deliveryProduto.js	/Users/guga/Desktop/camilla_site_clonado/pedidocamillagourmet.delivery/J3/js/deliveryProduto.js	(from https://pedidocamillagourmet.delivery/J3/)
20:11:15	1464905/1464905	---M-Z	200	added ('OK')	application/x-javascript	etag:%22165a49-68823ede-264fdf7c32605839;gz%22	https://pedidocamillagourmet.delivery/J3/js/all.js	/Users/guga/Desktop/camilla_site_clonado/pedidocamillagourmet.delivery/J3/js/all.js	(from https://pedidocamillagourmet.delivery/J3/)
20:11:15	4730/4730	---M-Z	200	added ('OK')	application/x-javascript	etag:%22127a-68823ede-ceb270a82f9e3dad;gz%22	https://pedidocamillagourmet.delivery/J3/js/jquery-mask.js	/Users/guga/Desktop/camilla_site_clonado/pedidocamillagourmet.delivery/J3/js/jquery-mask.js	(from https://pedidocamillagourmet.delivery/J3/)
20:11:16	40808/40808	---M-Z	200	added ('OK')	application/x-javascript	etag:%229f68-68823ede-353b094d30d31f9d;gz%22	https://pedidocamillagourmet.delivery/J3/js/sweetalert.min.js	/Users/guga/Desktop/camilla_site_clonado/pedidocamillagourmet.delivery/J3/js/sweetalert.min.js	(from https://pedidocamillagourmet.delivery/J3/)
20:11:17	35749/35749	---M--	200	added ('OK')	image/png	etag:%228ba5-68823ede-ba9c19c1bfcd47a;;;%22	https://pedidocamillagourmet.delivery/J10/images/1747968088177-606261183.png	/Users/guga/Desktop/camilla_site_clonado/pedidocamillagourmet.delivery/J10/images/1747968088177-606261183.png	(from https://pedidocamillagourmet.delivery/J10/)
20:11:18	34653/34653	---M-Z	200	added ('OK')	text/css	etag:%22875d-68823ede-9cddc07b14b80a47;gz%22	https://pedidocamillagourmet.delivery/J10/css/delivry.css	/Users/guga/Desktop/camilla_site_clonado/pedidocamillagourmet.delivery/J10/css/delivry.css	(from https://pedidocamillagourmet.delivery/J10/)
20:11:19	12083/12083	---M-Z	200	added ('OK')	application/x-javascript	etag:%222f33-68823ede-bddd89dcd8ee9693;gz%22	https://pedidocamillagourmet.delivery/J10/js/latest_1.js	/Users/guga/Desktop/camilla_site_clonado/pedidocamillagourmet.delivery/J10/js/latest_1.js	(from https://pedidocamillagourmet.delivery/J10/)
20:11:20	93432/93432	---M-Z	200	added ('OK')	application/x-javascript	etag:%2216cf8-68823ede-f8a3c6166b3a41f0;gz%22	https://pedidocamillagourmet.delivery/J10/js/jquery.js	/Users/guga/Desktop/camilla_site_clonado/pedidocamillagourmet.delivery/J10/js/jquery.js	(from https://pedidocamillagourmet.delivery/J10/)
20:11:21	46829/46829	---M-Z	200	added ('OK')	application/x-javascript	etag:%22b6ed-68823ede-616e7351cb6dab45;gz%22	https://pedidocamillagourmet.delivery/J10/js/deliveryProduto.js	/Users/guga/Desktop/camilla_site_clonado/pedidocamillagourmet.delivery/J10/js/deliveryProduto.js	(from https://pedidocamillagourmet.delivery/J10/)
20:11:23	1464905/1464905	---M-Z	200	added ('OK')	application/x-javascript	etag:%22165a49-68823ede-fd89dbd2ee85e2ff;gz%22	https://pedidocamillagourmet.delivery/J10/js/all.js	/Users/guga/Desktop/camilla_site_clonado/pedidocamillagourmet.delivery/J10/js/all.js	(from https://pedidocamillagourmet.delivery/J10/)
20:11:23	4730/4730	---M-Z	200	added ('OK')	application/x-javascript	etag:%22127a-68823ede-a42ff2f20a79a16a;gz%22	https://pedidocamillagourmet.delivery/J10/js/jquery-mask.js	/Users/guga/Desktop/camilla_site_clonado/pedidocamillagourmet.delivery/J10/js/jquery-mask.js	(from https://pedidocamillagourmet.delivery/J10/)
20:11:24	40808/40808	---M-Z	200	added ('OK')	application/x-javascript	etag:%229f68-68823ede-524bcfff255a3026;gz%22	https://pedidocamillagourmet.delivery/J10/js/sweetalert.min.js	/Users/guga/Desktop/camilla_site_clonado/pedidocamillagourmet.delivery/J10/js/sweetalert.min.js	(from https://pedidocamillagourmet.delivery/J10/)
20:11:25	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-f4183549b16a808b;gz%22	https://pedidocamillagourmet.delivery/GET.html	/Users/guga/Desktop/camilla_site_clonado/pedidocamillagourmet.delivery/GET.html	(from https://pedidocamillagourmet.delivery/js/delivry.js)
20:11:26	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-f4183549b16a808b;gz%22	https://pedidocamillagourmet.delivery/Trident/index.html	/Users/guga/Desktop/camilla_site_clonado/pedidocamillagourmet.delivery/Trident/index.html	(from https://pedidocamillagourmet.delivery/js/all.js)
20:11:27	193874/193874	---M-Z	200	added ('OK')	text/html	etag:%222f552-688284f8-8036350eab8caa84;gz%22	https://pedidocamillagourmet.delivery/index.html	/Users/guga/Desktop/camilla_site_clonado/pedidocamillagourmet.delivery/index-2.html	(from https://pedidocamillagourmet.delivery/js/sweetalert.min.js)
20:11:28	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-f4183549b16a808b;gz%22	https://pedidocamillagourmet.delivery/J1/wa.me	/Users/guga/Desktop/camilla_site_clonado/pedidocamillagourmet.delivery/J1/wa.me	(from https://pedidocamillagourmet.delivery/J1/js/latest_1.js)
20:11:29	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-f4183549b16a808b;gz%22	https://pedidocamillagourmet.delivery/J1/GET	/Users/guga/Desktop/camilla_site_clonado/pedidocamillagourmet.delivery/J1/GET	(from https://pedidocamillagourmet.delivery/J1/js/deliveryProduto.js)
20:11:30	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-f4183549b16a808b;gz%22	https://pedidocamillagourmet.delivery/J1/Trident/	/Users/guga/Desktop/camilla_site_clonado/pedidocamillagourmet.delivery/J1/Trident/index.html	(from https://pedidocamillagourmet.delivery/J1/js/all.js)
20:11:30	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-f4183549b16a808b;gz%22	https://pedidocamillagourmet.delivery/J16/wa.me	/Users/guga/Desktop/camilla_site_clonado/pedidocamillagourmet.delivery/J16/wa.3b.delayed	(from https://pedidocamillagourmet.delivery/J16/js/latest_1.js)
20:11:31	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-f4183549b16a808b;gz%22	https://pedidocamillagourmet.delivery/J16/GET	/Users/guga/Desktop/camilla_site_clonado/pedidocamillagourmet.delivery/J16/GET	(from https://pedidocamillagourmet.delivery/J16/js/deliveryProduto.js)
20:11:32	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-f4183549b16a808b;gz%22	https://pedidocamillagourmet.delivery/J16/Trident/	/Users/guga/Desktop/camilla_site_clonado/pedidocamillagourmet.delivery/J16/Trident/index.html	(from https://pedidocamillagourmet.delivery/J16/js/all.js)
20:11:32	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-f4183549b16a808b;gz%22	https://pedidocamillagourmet.delivery/J2/wa.me	/Users/guga/Desktop/camilla_site_clonado/pedidocamillagourmet.delivery/J2/wa.me	(from https://pedidocamillagourmet.delivery/J2/js/latest_1.js)
20:11:33	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-f4183549b16a808b;gz%22	https://pedidocamillagourmet.delivery/J2/GET	/Users/guga/Desktop/camilla_site_clonado/pedidocamillagourmet.delivery/J2/GET	(from https://pedidocamillagourmet.delivery/J2/js/deliveryProduto.js)
20:11:34	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-f4183549b16a808b;gz%22	https://pedidocamillagourmet.delivery/J2/Trident/	/Users/guga/Desktop/camilla_site_clonado/pedidocamillagourmet.delivery/J2/Trident/index.html	(from https://pedidocamillagourmet.delivery/J2/js/all.js)
20:11:34	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-f4183549b16a808b;gz%22	https://pedidocamillagourmet.delivery/J3/wa.me	/Users/guga/Desktop/camilla_site_clonado/pedidocamillagourmet.delivery/J3/wa.me	(from https://pedidocamillagourmet.delivery/J3/js/latest_1.js)
20:11:35	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-f4183549b16a808b;gz%22	https://pedidocamillagourmet.delivery/J3/GET	/Users/guga/Desktop/camilla_site_clonado/pedidocamillagourmet.delivery/J3/GET	(from https://pedidocamillagourmet.delivery/J3/js/deliveryProduto.js)
20:11:36	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-f4183549b16a808b;gz%22	https://pedidocamillagourmet.delivery/J3/Trident/	/Users/guga/Desktop/camilla_site_clonado/pedidocamillagourmet.delivery/J3/Trident/index.html	(from https://pedidocamillagourmet.delivery/J3/js/all.js)
20:11:36	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-f4183549b16a808b;gz%22	https://pedidocamillagourmet.delivery/J10/wa.me	/Users/guga/Desktop/camilla_site_clonado/pedidocamillagourmet.delivery/J10/wa.me	(from https://pedidocamillagourmet.delivery/J10/js/latest_1.js)
20:11:37	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-f4183549b16a808b;gz%22	https://pedidocamillagourmet.delivery/J10/GET	/Users/guga/Desktop/camilla_site_clonado/pedidocamillagourmet.delivery/J10/GET	(from https://pedidocamillagourmet.delivery/J10/js/deliveryProduto.js)
20:11:38	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-f4183549b16a808b;gz%22	https://pedidocamillagourmet.delivery/J10/Trident/	/Users/guga/Desktop/camilla_site_clonado/pedidocamillagourmet.delivery/J10/Trident/index.html	(from https://pedidocamillagourmet.delivery/J10/js/all.js)
